-0.914174,-1.49886,0.267255
-0.914174,-1.49886,1.45776
0.819591,-1.49886,0.267255
0.819591,-1.49886,1.45776
-0.914174,1.49886,0.267255
0.819591,1.49886,0.267255
-0.914174,1.49886,1.45776
0.819591,1.49886,1.45776
0.819591,-0.486964,1.45776
0.23769,-0.22681,1.45776
0.23769,-0.486964,1.45776
0.914174,-0.736497,-1.47615
0.914174,-0.22681,-1.47615
0.914174,-0.736497,0.513947
0.914174,-0.486964,0.513947
0.23769,-0.22681,-1.47615
0.914174,-0.22681,1.47615
0.819591,-0.22681,1.45776
0.23769,-0.736497,0.267255
0.819591,-0.736497,0.513947
0.819591,-0.736497,0.267255
0.23769,-0.22681,1.47615
0.819591,-0.22681,0.267255
0.23769,-0.22681,0.267255
0.23769,-0.736497,-1.47615
0.23769,-0.486964,1.47615
0.914174,-0.486964,1.47615
0.819591,-0.486964,0.513947
-0.914174,-1.49886,0.346624
-0.914174,-1.42033,0.346623
-0.914174,-1.42037,0.267255
-0.836128,-1.49886,0.267255
-0.836094,-1.49886,0.346623
-0.836164,-1.42044,0.267255
-0.914174,-1.49886,1.37840
-0.835976,-1.49886,1.37840
-0.835993,-1.49886,1.45776
-0.836016,-1.4202,1.45776
-0.914174,-1.42018,1.45776
-0.914174,-1.42017,1.37840
0.739573,-1.49886,0.267255
0.739457,-1.42212,0.267255
0.819591,-1.42211,0.267255
0.819591,-1.49886,0.346749
0.739675,-1.49886,0.346721
0.819591,-1.42209,0.346806
0.819591,-1.49886,1.37831
0.819591,-1.42119,1.37826
0.819591,-1.42111,1.45776
0.739883,-1.49886,1.45776
0.73994,-1.49886,1.37833
0.739803,-1.42104,1.45776
-0.835634,1.49886,0.267255
-0.835654,1.42008,0.267255
-0.914174,1.42007,0.267255
-0.914174,1.49886,0.346621
-0.835618,1.49886,0.346621
-0.914174,1.42007,0.346622
0.819591,1.49886,0.34659
0.819591,1.42028,0.346584
0.819591,1.42027,0.267255
0.740479,1.49886,0.267255
0.740499,1.49886,0.346593
0.740452,1.42026,0.267255
-0.914174,1.49886,1.37840
-0.914174,1.42007,1.37840
-0.914174,1.42008,1.45776
-0.835621,1.49886,1.45776
-0.835608,1.49886,1.37839
-0.835639,1.42008,1.45776
0.819591,1.49886,1.37836
0.740509,1.49886,1.37836
0.74049,1.49886,1.45776
0.740466,1.42026,1.45776
0.819591,1.42027,1.45776
0.819591,1.42028,1.37835
0.819591,-0.486964,1.36699
0.914174,-0.486964,1.35448
0.914174,-0.486964,1.41544
0.819591,-0.564871,1.45776
0.819591,-0.564993,1.37098
0.739233,-0.486964,1.45776
0.738877,-0.564763,1.45776
0.822019,-0.486964,1.47615
0.739182,-0.486964,1.47615
0.23769,-0.313856,1.45776
0.23769,-0.313742,1.47615
0.244891,-0.150508,1.45776
0.168922,-0.152019,1.45776
0.166249,-0.231157,1.45776
0.164992,-0.314422,1.45776
0.325649,-0.22681,1.45776
0.32841,-0.149688,1.45776
0.325337,-0.22681,1.47615
0.244275,-0.562742,1.45776
0.328077,-0.563659,1.45776
0.32538,-0.486964,1.45776
0.23769,-0.399516,1.45776
0.164939,-0.398318,1.45776
0.165963,-0.482333,1.45776
0.168555,-0.560825,1.45776
0.325114,-0.486964,1.47615
0.23769,-0.399687,1.47615
0.914174,-0.736497,-1.39688
0.829611,-0.736497,-1.39688
0.829612,-0.736497,-1.47615
0.914174,-0.651549,-1.47615
0.914174,-0.651549,-1.39688
0.829612,-0.651549,-1.47615
0.914174,-0.311758,-1.47615
0.829612,-0.311758,-1.47615
0.829612,-0.22681,-1.47615
0.914174,-0.22681,-1.39688
0.914174,-0.311758,-1.39688
0.829611,-0.22681,-1.39688
0.914174,-0.652389,0.513947
0.819591,-0.65167,0.513947
0.914174,-0.736497,0.431896
0.914174,-0.652307,0.432088
0.819591,-0.736497,0.431166
0.914174,-0.484924,0.431364
0.914174,-0.398884,0.430265
0.914174,-0.399439,0.5107
0.914174,-0.569054,0.513947
0.914174,-0.56843,0.431969
0.914174,-0.486964,0.590232
0.819591,-0.486964,0.590604
0.914174,-0.399819,0.588443
0.819591,-0.568905,0.513947
0.23769,-0.311757,-1.47615
0.23769,-0.311757,-1.39688
0.23769,-0.22681,-1.39688
0.322249,-0.22681,-1.47615
0.322249,-0.311757,-1.47615
0.322248,-0.22681,-1.39688
0.914174,-0.313528,1.47615
0.914174,-0.313527,1.41219
0.914174,-0.22681,1.41211
0.822043,-0.22681,1.47615
0.824132,-0.313534,1.47615
0.739256,-0.22681,1.45776
0.739221,-0.22681,1.47615
0.819591,-0.14868,1.45776
0.738924,-0.148738,1.45776
0.819591,-0.22681,1.36891
0.819591,-0.148644,1.37156
0.914174,-0.22681,1.34806
0.24408,-0.809529,0.267255
0.167256,-0.806849,0.267255
0.164628,-0.730074,0.267255
0.23769,-0.64874,0.267255
0.23769,-0.649791,0.188068
0.23769,-0.736497,0.188075
0.163519,-0.646087,0.267255
0.325006,-0.736497,0.267255
0.327638,-0.810797,0.267255
0.323879,-0.736497,0.188088
0.819591,-0.810127,0.511018
0.819591,-0.811103,0.429945
0.819591,-0.64983,0.590601
0.819591,-0.731727,0.590241
0.819591,-0.80843,0.58933
0.819591,-0.811892,0.267255
0.73902,-0.81197,0.267255
0.739562,-0.736497,0.267255
0.819591,-0.736497,0.349318
0.819591,-0.811608,0.348722
0.741092,-0.736497,0.188365
0.824165,-0.736497,0.188653
0.914174,-0.736497,0.189352
0.914174,-0.736497,0.26915
0.914174,-0.736497,0.350288
0.324454,-0.313579,1.47615
0.819591,-0.148688,0.267255
0.819591,-0.148652,0.347015
0.819591,-0.22681,0.347227
0.739787,-0.22681,0.267255
0.739231,-0.148748,0.267255
0.914174,-0.22681,0.34826
0.914174,-0.22681,0.2686
0.824469,-0.22681,0.188521
0.74125,-0.22681,0.188317
0.914174,-0.22681,0.18894
0.23769,-0.31249,0.267255
0.163975,-0.313605,0.267255
0.165535,-0.230927,0.267255
0.244612,-0.150564,0.267255
0.32803,-0.149726,0.267255
0.325216,-0.22681,0.267255
0.168313,-0.152101,0.267255
0.324016,-0.22681,0.188081
0.23769,-0.22681,0.188072
0.23769,-0.312075,0.188067
0.322249,-0.736497,-1.47615
0.322248,-0.736497,-1.39688
0.23769,-0.736497,-1.39688
0.23769,-0.651549,-1.47615
0.322249,-0.651548,-1.47615
0.23769,-0.651549,-1.39688
0.324383,-0.400008,1.47615
0.914174,-0.400246,1.47615
0.824124,-0.400237,1.47615
0.914174,-0.400235,1.41310
0.819591,-0.568218,0.590675
0.819591,-0.486964,0.667519
0.819591,-0.567662,0.667668
0.819591,-0.648311,0.667666
0.819591,-0.728568,0.667439
0.819591,-0.56706,0.74496
0.819591,-0.646967,0.745107
0.819591,-0.726391,0.745146
0.819591,-0.804535,0.745001
0.819591,-0.806283,0.667008
0.819591,-0.645957,0.822849
0.819591,-0.724945,0.823032
0.819591,-0.803227,0.823129
0.819591,-0.880986,0.823195
0.819591,-0.882029,0.744807
0.819591,-0.723894,0.901097
0.819591,-0.802181,0.901394
0.819591,-0.880069,0.901618
0.819591,-0.957677,0.901819
0.819591,-0.958439,0.823192
0.819591,-0.80132,0.979693
0.819591,-0.879284,0.980129
0.819591,-0.956991,0.980479
0.819591,-1.03457,0.980764
0.819591,-1.03514,0.901961
0.819591,-0.878641,1.05887
0.819591,-0.956423,1.05937
0.819591,-1.03408,1.05976
0.819591,-1.11164,1.06005
0.819591,-1.11205,0.980992
0.819591,-0.955914,1.13844
0.819591,-1.03362,1.13891
0.819591,-1.11126,1.13927
0.819591,-1.18883,1.13954
0.819591,-1.18913,1.06028
0.819591,-1.03321,1.21819
0.819591,-1.11090,1.21858
0.819591,-1.18855,1.21888
0.819591,-1.26615,1.21909
0.819591,-1.26637,1.13974
0.819591,-1.11059,1.29818
0.819591,-1.18829,1.29841
0.819591,-1.26595,1.29858
0.819591,-1.34361,1.2987
0.819591,-1.34374,1.21925
0.819591,-1.18805,1.37803
0.819591,-1.26576,1.37814
0.819591,-1.34348,1.37821
0.819591,-1.42124,1.29879
0.819591,-1.26558,1.45776
0.819591,-1.34335,1.45776
0.739629,-1.26541,1.45776
0.739727,-1.34323,1.45776
0.659887,-1.34311,1.45776
0.660057,-1.42099,1.45776
0.659706,-1.26524,1.45776
0.579819,-1.26507,1.45776
0.580114,-1.34300,1.45776
0.73952,-1.18757,1.45776
0.659477,-1.18735,1.45776
0.579471,-1.18713,1.45776
0.499585,-1.18692,1.45776
0.500038,-1.26491,1.45776
0.659226,-1.10947,1.45776
0.579102,-1.10921,1.45776
0.49906,-1.10894,1.45776
0.419199,-1.10867,1.45776
0.419826,-1.18671,1.45776
0.578665,-1.03127,1.45776
0.498468,-1.03095,1.45776
0.418428,-1.03063,1.45776
0.338659,-1.03031,1.45776
0.339536,-1.10840,1.45776
0.497801,-0.953002,1.45776
0.41755,-0.952628,1.45776
0.337617,-0.952241,1.45776
0.25804,-0.951828,1.45776
0.259189,-1.02998,1.45776
0.416566,-0.874646,1.45776
0.336355,-0.874191,1.45776
0.256657,-0.873718,1.45776
0.177585,-0.873211,1.45776
0.178919,-0.951425,1.45776
0.33481,-0.796219,1.45776
0.254903,-0.795631,1.45776
0.175951,-0.795007,1.45776
0.0976628,-0.794376,1.45776
0.099042,-0.8727,1.45776
0.252668,-0.717658,1.45776
0.173923,-0.716863,1.45776
0.0961201,-0.716027,1.45776
0.0185542,-0.715236,1.45776
0.0197474,-0.793757,1.45776
0.171406,-0.638769,1.45776
0.0943969,-0.637624,1.45776
0.0173703,-0.636572,1.45776
-0.0596345,-0.635641,1.45776
-0.0588313,-0.714486,1.45776
0.0926721,-0.558989,1.45776
0.0162998,-0.557555,1.45776
-0.0603353,-0.556441,1.45776
-0.137324,-0.555581,1.45776
-0.136868,-0.634902,1.45776
0.0155206,-0.477722,1.45776
-0.0608495,-0.47666,1.45776
-0.137655,-0.475952,1.45776
-0.214792,-0.475481,1.45776
-0.214569,-0.554983,1.45776
-0.0610727,-0.396311,1.45776
-0.137812,-0.396009,1.45776
-0.214883,-0.395776,1.45776
-0.292201,-0.395602,1.45776
-0.292132,-0.475127,1.45776
-0.137757,-0.315954,1.45776
-0.214854,-0.315996,1.45776
-0.292164,-0.316023,1.45776
-0.369656,-0.316014,1.45776
-0.369678,-0.395469,1.45776
-0.214677,-0.236279,1.45776
-0.292044,-0.236444,1.45776
-0.369561,-0.236586,1.45776
-0.44719,-0.236661,1.45776
-0.447266,-0.316022,1.45776
-0.291833,-0.15698,1.45776
