Grid Points,_,_,_
-1.0,-1.0,-1.0,1.1660385549602481
-0.8666666666666667,-1.0,-1.0,1.1188813617275906
-0.73333333333333339,-1.0,-1.0,1.0861402520598096
-0.59999999999999998,-1.0,-1.0,1.0691404716982988
-0.46666666666666667,-1.0,-1.0,1.0517843548314545
-0.33333333333333337,-1.0,-1.0,1.0035978624336255
-0.19999999999999996,-1.0,-1.0,0.97145384113194988
-0.066666666666666652,-1.0,-1.0,0.95697022784110397
0.066666666666666652,-1.0,-1.0,0.96087638351217886
0.19999999999999996,-1.0,-1.0,0.97249714921186681
0.33333333333333326,-1.0,-1.0,0.98411791491155454
0.46666666666666656,-1.0,-1.0,0.99573868061124227
0.60000000000000009,-1.0,-1.0,1.0115272002459978
0.73333333333333339,-1.0,-1.0,1.0434297460943884
0.8666666666666667,-1.0,-1.0,1.0825192658146692
1.0,-1.0,-1.0,1.1239093434666636
-1.0,-0.8666666666666667,-1.0,1.0736047616745104
-0.8666666666666667,-0.8666666666666667,-1.0,1.0221921415554835
-0.73333333333333339,-0.8666666666666667,-1.0,0.98624637884300737
-0.59999999999999998,-0.8666666666666667,-1.0,0.96749295649098122
-0.46666666666666667,-0.8666666666666667,-1.0,0.95986929902613105
-0.33333333333333337,-0.8666666666666667,-1.0,0.90681167373718718
-0.19999999999999996,-0.8666666666666667,-1.0,0.87110349993253777
-0.066666666666666652,-0.8666666666666667,-1.0,0.85492149295648823
0.066666666666666652,-0.8666666666666667,-1.0,0.85912579514714271
0.19999999999999996,-0.8666666666666667,-1.0,0.87074656084683055
0.33333333333333326,-0.8666666666666667,-1.0,0.88236732654651839
0.46666666666666656,-0.8666666666666667,-1.0,0.89398809224620612
0.60000000000000009,-0.8666666666666667,-1.0,0.91118275938235627
0.73333333333333339,-0.8666666666666667,-1.0,0.94647365478006751
0.8666666666666667,-0.8666666666666667,-1.0,0.98410817958378338
1.0,-0.8666666666666667,-1.0,1.0294625591032656
-1.0,-0.73333333333333339,-1.0,0.98847004451337617
-0.8666666666666667,-0.73333333333333339,-1.0,0.93237472019992018
-0.73333333333333339,-0.73333333333333339,-1.0,0.89282011871991263
-0.59999999999999998,-0.73333333333333339,-1.0,0.87205989786811866
-0.46666666666666667,-0.73333333333333339,-1.0,0.87023713426253513
-0.33333333333333337,-0.73333333333333339,-1.0,0.81133902301232397
-0.19999999999999996,-0.73333333333333339,-1.0,0.77122299384242343
-0.066666666666666652,-0.73333333333333339,-1.0,0.75289730890441142
0.066666666666666652,-0.73333333333333339,-1.0,0.7573752067821069
0.19999999999999996,-0.73333333333333339,-1.0,0.76899597248179485
