Grid Points,_,_,_
-1.0,-1.0,-1.0,1.2271237935007526
-0.8666666666666667,-1.0,-1.0,1.1501435830068145
-0.73333333333333339,-1.0,-1.0,1.0841509461525112
-0.59999999999999998,-1.0,-1.0,1.0312574082694257
-0.46666666666666667,-1.0,-1.0,0.99355722821250458
-0.33333333333333337,-1.0,-1.0,0.97281840284382659
-0.19999999999999996,-1.0,-1.0,0.97012931078566411
-0.066666666666666652,-1.0,-1.0,0.98563769709507199
0.066666666666666652,-1.0,-1.0,1.0185126488069953
0.19999999999999996,-1.0,-1.0,1.0671503723376397
0.33333333333333326,-1.0,-1.0,1.1280489857883154
0.46666666666666656,-1.0,-1.0,1.1906451941597673
0.60000000000000009,-1.0,-1.0,1.2532414025312195
0.73333333333333339,-1.0,-1.0,1.3160777972152886
0.8666666666666667,-1.0,-1.0,1.3858179275034204
1.0,-1.0,-1.0,1.4485225718834327
-1.0,-0.8666666666666667,-1.0,1.1381512550330242
-0.8666666666666667,-0.8666666666666667,-1.0,1.0546969879018926
-0.73333333333333339,-0.8666666666666667,-1.0,0.98231295868524338
-0.59999999999999998,-0.8666666666666667,-1.0,0.92360560677604375
-0.46666666666666667,-0.8666666666666667,-1.0,0.88131233991751567
-0.33333333333333337,-0.8666666666666667,-1.0,0.85786427811699051
-0.19999999999999996,-0.8666666666666667,-1.0,0.85481363723506354
-0.066666666666666652,-0.8666666666666667,-1.0,0.87237442918304764
0.066666666666666652,-0.8666666666666667,-1.0,0.90935333646356264
0.19999999999999996,-0.8666666666666667,-1.0,0.96351719856883411
0.33333333333333326,-0.8666666666666667,-1.0,1.0260949797048287
0.46666666666666656,-0.8666666666666667,-1.0,1.0886911880762806
0.60000000000000009,-0.8666666666666667,-1.0,1.1512873964477328
0.73333333333333339,-0.8666666666666667,-1.0,1.2164745067121934
0.8666666666666667,-0.8666666666666667,-1.0,1.2916039583972727
1.0,-0.8666666666666667,-1.0,1.3422967421297152
-1.0,-0.73333333333333339,-1.0,1.0543293701483833
-0.8666666666666667,-0.73333333333333339,-1.0,0.96364302400503221
-0.73333333333333339,-0.73333333333333339,-1.0,0.88383306694488117
-0.59999999999999998,-0.73333333333333339,-1.0,0.81808890610518736
-0.46666666666666667,-0.73333333333333339,-1.0,0.77002180612962179
-0.33333333333333337,-0.73333333333333339,-1.0,0.74307015893078576
-0.19999999999999996,-0.73333333333333339,-1.0,0.73954614178378164
-0.066666666666666652,-0.73333333333333339,-1.0,0.75977581306375286
0.066666666666666652,-0.73333333333333339,-1.0,0.80196361012308504
0.19999999999999996,-0.73333333333333339,-1.0,0.86154476524988988
0.33333333333333326,-0.73333333333333339,-1.0,0.92414097362134207
0.46666666666666656,-0.73333333333333339,-1.0,0.98673718199279403
0.60000000000000009,-0.73333333333333339,-1.0,1.0494528788819892
0.73333333333333339,-0.73333333333333339,-1.0,1.1199224746851764
0.8666666666666667,-0.73333333333333339,-1.0,1.1848992805996155
1.0,-0.73333333333333339,-1.0,1.2377278025781626
-1.0,-0.59999999999999998,-1.0,0.97698476387730404
-0.8666666666666667,-0.59999999999999998,-1.0,0.8783488406120129
-0.73333333333333339,-0.59999999999999998,-1.0,0.78996816284968041
-0.59999999999999998,-0.59999999999999998,-1.0,0.71565233625223812
-0.46666666666666667,-0.59999999999999998,-1.0,0.66016845577930294
-0.33333333333333337,-0.59999999999999998,-1.0,0.62852372205377238
-0.19999999999999996,-0.59999999999999998,-1.0,0.62435350877382101
-0.066666666666666652,-0.59999999999999998,-1.0,0.64818831693234902
0.066666666666666652,-0.59999999999999998,-1.0,0.69716170294455793
0.19999999999999996,-0.59999999999999998,-1.0,0.75959075916640306
0.33333333333333326,-0.59999999999999998,-1.0,0.82218696753785503
0.46666666666666656,-0.59999999999999998,-1.0,0.88478317590930733
0.60000000000000009,-0.59999999999999998,-1.0,0.94996533383311221
0.73333333333333339,-0.59999999999999998,-1.0,1.0272824050843707
0.8666666666666667,-0.59999999999999998,-1.0,1.0774333117066097
1.0,-0.59999999999999998,-1.0,1.1351680093951158
-1.0,-0.46666666666666667,-1.0,0.90958886083280133
-0.8666666666666667,-0.46666666666666667,-1.0,0.80271374269236828
-0.73333333333333339,-0.46666666666666667,-1.0,0.70491301961222219
-0.59999999999999998,-0.46666666666666667,-1.0,0.62049249252993255
-0.46666666666666667,-0.46666666666666667,-1.0,0.55558532819788453
-0.33333333333333337,-0.46666666666666667,-1.0,0.51758548674305915
-0.19999999999999996,-0.46666666666666667,-1.0,0.51251338599192064
-0.066666666666666652,-0.46666666666666667,-1.0,0.54129544715461353
0.066666666666666652,-0.46666666666666667,-1.0,0.59780468549156285
0.19999999999999996,-0.46666666666666667,-1.0,0.66013884232833253
0.33333333333333326,-0.46666666666666667,-1.0,0.72251831181671811
0.46666666666666656,-0.46666666666666667,-1.0,0.78495944865433398
0.60000000000000009,-0.46666666666666667,-1.0,0.85643492735142113
0.73333333333333339,-0.46666666666666667,-1.0,0.92481045811698681
0.8666666666666667,-0.46666666666666667,-1.0,0.97350019825189349
1.0,-0.46666666666666667,-1.0,1.0362124905101089
-1.0,-0.33333333333333337,-1.0,0.85768036514892121
-0.8666666666666667,-0.33333333333333337,-1.0,0.74341919277027557
-0.73333333333333339,-0.33333333333333337,-1.0,0.63657294058956015
-0.59999999999999998,-0.33333333333333337,-1.0,0.541602877353903
-0.46666666666666667,-0.33333333333333337,-1.0,0.46583022699345056
-0.33333333333333337,-0.33333333333333337,-1.0,0.41978265752537697
-0.19999999999999996,-0.33333333333333337,-1.0,0.41351265312312008
-0.066666666666666652,-0.33333333333333337,-1.0,0.4486908786484648
0.066666666666666652,-0.33333333333333337,-1.0,0.50846054789831119
0.19999999999999996,-0.33333333333333337,-1.0,0.56936904508917852
0.33333333333333326,-0.33333333333333337,-1.0,0.63060816744428505
0.46666666666666656,-0.33333333333333337,-1.0,0.69475035941249508
0.60000000000000009,-0.33333333333333337,-1.0,0.77459506237743914
0.73333333333333339,-0.33333333333333337,-1.0,0.82315524345851743
0.8666666666666667,-0.33333333333333337,-1.0,0.87748194982221239
1.0,-0.33333333333333337,-1.0,0.94569352175607724
-1.0,-0.19999999999999996,-1.0,0.81702670519715204
-0.8666666666666667,-0.19999999999999996,-1.0,0.70309142114138068
-0.73333333333333339,-0.19999999999999996,-1.0,0.59084973361965176
-0.59999999999999998,-0.19999999999999996,-1.0,0.48704412098453742
-0.46666666666666667,-0.19999999999999996,-1.0,0.4010936292293153
-0.33333333333333337,-0.19999999999999996,-1.0,0.34654837842160208
-0.19999999999999996,-0.19999999999999996,-1.0,0.33892626531517994
-0.066666666666666652,-0.19999999999999996,-1.0,0.37989919903933977
0.066666666666666652,-0.19999999999999996,-1.0,0.43516886738858873
0.19999999999999996,-0.19999999999999996,-1.0,0.49219615547337103
0.33333333333333326,-0.19999999999999996,-1.0,0.5504350446567069
0.46666666666666656,-0.19999999999999996,-1.0,0.62028247059821118
0.60000000000000009,-0.19999999999999996,-1.0,0.69179302163373779
0.73333333333333339,-0.19999999999999996,-1.0,0.73174468346514598
0.8666666666666667,-0.19999999999999996,-1.0,0.79134191475000226
1.0,-0.19999999999999996,-1.0,0.86630924285108357
-1.0,-0.066666666666666652,-1.0,0.78371932609273653
-0.8666666666666667,-0.066666666666666652,-1.0,0.67363548005338769
-0.73333333333333339,-0.066666666666666652,-1.0,0.56663261716287927
-0.59999999999999998,-0.066666666666666652,-1.0,0.46484327534077663
-0.46666666666666667,-0.066666666666666652,-1.0,0.37457970312267708
-0.33333333333333337,-0.066666666666666652,-1.0,0.3154831741468494
-0.19999999999999996,-0.066666666666666652,-1.0,0.30709097659101808
-0.066666666666666652,-0.066666666666666652,-1.0,0.34293616290206685
0.066666666666666652,-0.066666666666666652,-1.0,0.38715615082459393
0.19999999999999996,-0.066666666666666652,-1.0,0.4359026600304281
0.33333333333333326,-0.066666666666666652,-1.0,0.49052450205310272
0.46666666666666656,-0.066666666666666652,-1.0,0.56778356819707854
0.60000000000000009,-0.066666666666666652,-1.0,0.60991709869698563
0.73333333333333339,-0.066666666666666652,-1.0,0.65488286302308896
0.8666666666666667,-0.066666666666666652,-1.0,0.71967565524586208
1.0,-0.066666666666666652,-1.0,0.801375521813949
-1.0,0.066666666666666652,-1.0,0.75872633012160906
-0.8666666666666667,0.066666666666666652,-1.0,0.65421578269980796
-0.73333333333333339,0.066666666666666652,-1.0,0.55502245143582329
-0.59999999999999998,0.066666666666666652,-1.0,0.46456489085242991
-0.46666666666666667,0.066666666666666652,-1.0,0.38898603956725836
-0.33333333333333337,0.066666666666666652,-1.0,0.33840615404318852
-0.19999999999999996,0.066666666666666652,-1.0,0.32997108290112387
-0.066666666666666652,0.066666666666666652,-1.0,0.34722492684582162
0.066666666666666652,0.066666666666666652,-1.0,0.37428058285221866
0.19999999999999996,0.066666666666666652,-1.0,0.40919839953532489
0.33333333333333326,0.066666666666666652,-1.0,0.46238261175479506
0.46666666666666656,0.066666666666666652,-1.0,0.52882753700757812
0.60000000000000009,0.066666666666666652,-1.0,0.54861252750945766
0.73333333333333339,0.066666666666666652,-1.0,0.59706407057284483
0.8666666666666667,0.066666666666666652,-1.0,0.66723281320876104
1.0,0.066666666666666652,-1.0,0.75463190048625384
-1.0,0.19999999999999996,-1.0,0.74288735538503314
-0.8666666666666667,0.19999999999999996,-1.0,0.64573844358447374
-0.73333333333333339,0.19999999999999996,-1.0,0.55659108617136466
-0.59999999999999998,0.19999999999999996,-1.0,0.47992512107466445
-0.46666666666666667,0.19999999999999996,-1.0,0.42258915204041186
-0.33333333333333337,0.19999999999999996,-1.0,0.39313362353852205
-0.19999999999999996,0.19999999999999996,-1.0,0.39075451535835243
-0.066666666666666652,0.19999999999999996,-1.0,0.39141182330380825
0.066666666666666652,0.19999999999999996,-1.0,0.39995018674943683
0.19999999999999996,0.19999999999999996,-1.0,0.41991462239707206
0.33333333333333326,0.19999999999999996,-1.0,0.47173788033979452
0.46666666666666656,0.19999999999999996,-1.0,0.49415681469592598
0.60000000000000009,0.19999999999999996,-1.0,0.51527478004773108
0.73333333333333339,0.19999999999999996,-1.0,0.56507312641240248
0.8666666666666667,0.19999999999999996,-1.0,0.63876581064342319
1.0,0.19999999999999996,-1.0,0.72958305836687831
-1.0,0.33333333333333326,-1.0,0.73837524797400911
-0.8666666666666667,0.33333333333333326,-1.0,0.64863263990866749
-0.73333333333333339,0.33333333333333326,-1.0,0.57122996214801314
-0.59999999999999998,0.33333333333333326,-1.0,0.5095115530652321
-0.46666666666666667,0.33333333333333326,-1.0,0.46970135267940227
-0.33333333333333337,0.33333333333333326,-1.0,0.45742118202501897
-0.19999999999999996,0.33333333333333326,-1.0,0.45742118202501897
-0.066666666666666652,0.33333333333333326,-1.0,0.45742118202501908
0.066666666666666652,0.33333333333333326,-1.0,0.45742118202501908
0.19999999999999996,0.33333333333333326,-1.0,0.46970500716165225
0.33333333333333326,0.33333333333333326,-1.0,0.50844598611026837
0.46666666666666656,0.33333333333333326,-1.0,0.49424579581307676
0.60000000000000009,0.33333333333333326,-1.0,0.51432165079413839
0.73333333333333339,0.33333333333333326,-1.0,0.56363581111699657
0.8666666666666667,0.33333333333333326,-1.0,0.63749466682237987
1.0,0.33333333333333326,-1.0,0.72847040326700652
-1.0,0.46666666666666656,-1.0,0.7557727998356869
-0.8666666666666667,0.46666666666666656,-1.0,0.66852288424739459
-0.73333333333333339,0.46666666666666656,-1.0,0.59850540858791967
-0.59999999999999998,0.46666666666666656,-1.0,0.55103742197601291
-0.46666666666666667,0.46666666666666656,-1.0,0.52671002158502589
-0.33333333333333337,0.46666666666666656,-1.0,0.52408784869168556
-0.19999999999999996,0.46666666666666656,-1.0,0.52408784869168556
-0.066666666666666652,0.46666666666666656,-1.0,0.52408784869168556
0.066666666666666652,0.46666666666666656,-1.0,0.52511447796412181
0.19999999999999996,0.46666666666666656,-1.0,0.54528178662884563
0.33333333333333326,0.46666666666666656,-1.0,0.54236595165596135
0.46666666666666656,0.46666666666666656,-1.0,0.5290769428003218
0.60000000000000009,0.46666666666666656,-1.0,0.54631493244390716
0.73333333333333339,0.46666666666666656,-1.0,0.59297434388774173
0.8666666666666667,0.46666666666666656,-1.0,0.6635756890985085
1.0,0.46666666666666656,-1.0,0.75140027506754226
-1.0,0.60000000000000009,-1.0,0.7954511918891205
-0.8666666666666667,0.60000000000000009,-1.0,0.7130728717801601
-0.73333333333333339,0.60000000000000009,-1.0,0.64788795158988888
-0.59999999999999998,0.60000000000000009,-1.0,0.60547521065476761
-0.46666666666666667,0.60000000000000009,-1.0,0.59075736709872406
-0.33333333333333337,0.60000000000000009,-1.0,0.59075451535835233
-0.19999999999999996,0.60000000000000009,-1.0,0.59075451535835233
-0.066666666666666652,0.60000000000000009,-1.0,0.59075451535835222
0.066666666666666652,0.60000000000000009,-1.0,0.59713070094602294
0.19999999999999996,0.60000000000000009,-1.0,0.62465297728945335
0.33333333333333326,0.60000000000000009,-1.0,0.59687427483021227
0.46666666666666656,0.60000000000000009,-1.0,0.59099049527014447
0.60000000000000009,0.60000000000000009,-1.0,0.6065878385710759
0.73333333333333339,0.60000000000000009,-1.0,0.64892786425013127
0.8666666666666667,0.60000000000000009,-1.0,0.71401785387600714
1.0,0.60000000000000009,-1.0,0.79629842010562657
-1.0,0.73333333333333339,-1.0,0.85431155203457698
-0.8666666666666667,0.73333333333333339,-1.0,0.7781892762886865
-0.73333333333333339,0.73333333333333339,-1.0,0.71893283905887007
-0.59999999999999998,0.73333333333333339,-1.0,0.68095951419988254
-0.46666666666666667,0.73333333333333339,-1.0,0.66556358778688474
-0.33333333333333337,0.73333333333333339,-1.0,0.65871048662808651
-0.19999999999999996,0.73333333333333339,-1.0,0.65742118202501898
-0.066666666666666652,0.73333333333333339,-1.0,0.65742118202501898
0.066666666666666652,0.73333333333333339,-1.0,0.65941722408316417
0.19999999999999996,0.73333333333333339,-1.0,0.66720895914129663
0.33333333333333326,0.73333333333333339,-1.0,0.65815367369369837
0.46666666666666656,0.73333333333333339,-1.0,0.66123424924290786
0.60000000000000009,0.73333333333333339,-1.0,0.68394882755091957
0.73333333333333339,0.73333333333333339,-1.0,0.72530011029594765
0.8666666666666667,0.73333333333333339,-1.0,0.78413382257137287
1.0,0.73333333333333339,-1.0,0.85972991683982447
-1.0,0.8666666666666667,-1.0,0.92871384869462781
-0.8666666666666667,0.8666666666666667,-1.0,0.85920878402642631
-0.73333333333333339,0.8666666666666667,-1.0,0.80593151811720798
-0.59999999999999998,0.8666666666666667,-1.0,0.77224804615926412
-0.46666666666666667,0.8666666666666667,-1.0,0.75275071544032168
-0.33333333333333337,0.8666666666666667,-1.0,0.73810188116801589
-0.19999999999999996,0.8666666666666667,-1.0,0.72855453123055658
-0.066666666666666652,0.8666666666666667,-1.0,0.72431042624992859
0.066666666666666652,0.8666666666666667,-1.0,0.72408784869168596
0.19999999999999996,0.8666666666666667,-1.0,0.72418580405018806
0.33333333333333326,0.8666666666666667,-1.0,0.7241255873690412
0.46666666666666656,0.8666666666666667,-1.0,0.73481835584491617
0.60000000000000009,0.8666666666666667,-1.0,0.76372583486568257
0.73333333333333339,0.8666666666666667,-1.0,0.80889756492805232
0.8666666666666667,0.8666666666666667,-1.0,0.86779742751541533
1.0,0.8666666666666667,-1.0,0.93794213121687908
-1.0,1.0,-1.0,1.0152468434475452
-0.8666666666666667,1.0,-1.0,0.95208007799826699
-0.73333333333333339,1.0,-1.0,0.90429107718019841
-0.59999999999999998,1.0,-1.0,0.87316104416152396
-0.46666666666666667,1.0,-1.0,0.84851076446083684
-0.33333333333333337,1.0,-1.0,0.82786919037704809
-0.19999999999999996,1.0,-1.0,0.81154226381017835
-0.066666666666666652,1.0,-1.0,0.79979426487673277
0.066666666666666652,1.0,-1.0,0.79282876897489174
0.19999999999999996,1.0,-1.0,0.79075451535835228
0.33333333333333326,1.0,-1.0,0.79315042609945841
0.46666666666666656,1.0,-1.0,0.81083390200708272
0.60000000000000009,1.0,-1.0,0.84470978437384148
0.73333333333333339,1.0,-1.0,0.89293706829785213
0.8666666666666667,1.0,-1.0,0.95334022311786237
1.0,1.0,-1.0,1.0237663498274687
-1.0,-1.0,-0.8666666666666667,1.1751931935357387
-0.8666666666666667,-1.0,-0.8666666666666667,1.0945668088740879
-0.73333333333333339,-1.0,-0.8666666666666667,1.0250022007783377
-0.59999999999999998,-1.0,-0.8666666666666667,0.96888496720076267
-0.46666666666666667,-1.0,-0.8666666666666667,0.92865612757918392
-0.33333333333333337,-1.0,-0.8666666666666667,0.906433606210992
