Grid Points,_,_,_
-1.0,-1.0,-1.0,1.3123002991590149
-0.8666666666666667,-1.0,-1.0,1.261026100160612
-0.73333333333333339,-1.0,-1.0,1.2222099373492592
-0.59999999999999998,-1.0,-1.0,1.1970530857854857
-0.46666666666666667,-1.0,-1.0,1.1784966723241437
-0.33333333333333337,-1.0,-1.0,1.1599402588628016
-0.19999999999999996,-1.0,-1.0,1.1413838454014595
-0.066666666666666652,-1.0,-1.0,1.1228274319401175
0.066666666666666652,-1.0,-1.0,1.1042710184787756
0.19999999999999996,-1.0,-1.0,1.0857146050174336
0.33333333333333326,-1.0,-1.0,1.0743201431093663
0.46666666666666656,-1.0,-1.0,1.0793700828488495
0.60000000000000009,-1.0,-1.0,1.1006685864343044
0.73333333333333339,-1.0,-1.0,1.1373031496188708
0.8666666666666667,-1.0,-1.0,1.1878556842724086
1.0,-1.0,-1.0,1.2506395782714925
-1.0,-0.8666666666666667,-1.0,1.2322523110692547
-0.8666666666666667,-0.8666666666666667,-1.0,1.1774975618866317
-0.73333333333333339,-0.8666666666666667,-1.0,1.1358304512197057
-0.59999999999999998,-0.8666666666666667,-1.0,1.1087275026545131
-0.46666666666666667,-0.8666666666666667,-1.0,1.0901475158848286
-0.33333333333333337,-0.8666666666666667,-1.0,1.0715911024234868
-0.19999999999999996,-0.8666666666666667,-1.0,1.0530346889621449
-0.066666666666666652,-0.8666666666666667,-1.0,1.0344782755008028
0.066666666666666652,-0.8666666666666667,-1.0,1.0159218620394606
0.19999999999999996,-0.8666666666666667,-1.0,0.99736544857811871
0.33333333333333326,-0.8666666666666667,-1.0,0.98513096764386332
0.46666666666666656,-0.8666666666666667,-1.0,0.99063566928994462
0.60000000000000009,-0.8666666666666667,-1.0,1.0138000743162798
0.73333333333333339,-0.8666666666666667,-1.0,1.0534598747239536
0.8666666666666667,-0.8666666666666667,-1.0,1.1078449260517815
1.0,-0.8666666666666667,-1.0,1.1749121704448811
-1.0,-0.73333333333333339,-1.0,1.1535505776014123
-0.8666666666666667,-0.73333333333333339,-1.0,1.0948669714618275
-0.73333333333333339,-0.73333333333333339,-1.0,1.0499257073083752
-0.59999999999999998,-0.73333333333333339,-1.0,1.0205439001295071
-0.46666666666666667,-0.73333333333333339,-1.0,1.0017983594455138
-0.33333333333333337,-0.73333333333333339,-1.0,0.98324194598417169
-0.19999999999999996,-0.73333333333333339,-1.0,0.96468553252282985
-0.066666666666666652,-0.73333333333333339,-1.0,0.94612911906148767
0.066666666666666652,-0.73333333333333339,-1.0,0.9275727056001456
0.19999999999999996,-0.73333333333333339,-1.0,0.90901629213880364
0.33333333333333326,-0.73333333333333339,-1.0,0.89594741526369259
0.46666666666666656,-0.73333333333333339,-1.0,0.90199655031285675
0.60000000000000009,-0.73333333333333339,-1.0,0.92737766750685335
0.73333333333333339,-0.73333333333333339,-1.0,0.97057532173457051
0.8666666666666667,-0.73333333333333339,-1.0,1.0293488853082975
1.0,-0.73333333333333339,-1.0,1.1012072265319814
-1.0,-0.59999999999999998,-1.0,1.0764904114853679
-0.8666666666666667,-0.59999999999999998,-1.0,1.0133540132319896
-0.73333333333333339,-0.59999999999999998,-1.0,0.96462254887721632
-0.59999999999999998,-0.59999999999999998,-1.0,0.93255698111532626
-0.46666666666666667,-0.59999999999999998,-1.0,0.91344920300619881
-0.33333333333333337,-0.59999999999999998,-1.0,0.89489278954485674
-0.19999999999999996,-0.59999999999999998,-1.0,0.87633637608351478
-0.066666666666666652,-0.59999999999999998,-1.0,0.85777996262217282
0.066666666666666652,-0.59999999999999998,-1.0,0.83922354916083064
0.19999999999999996,-0.59999999999999998,-1.0,0.82066713569948868
0.33333333333333326,-0.59999999999999998,-1.0,0.80677135076228501
0.46666666666666656,-0.59999999999999998,-1.0,0.81348387708018166
